"OBJE_SQ_OBJETO","TIRE_SQ_TIPO_RECURSO","DECR_QN_RECURSO","DECR_DURACAO_RECURSO"
"210","58","1.2","15"
"210","59","1.5","1"
"210","59","1.5","8"
"210","59","1.5","6"
"210","68","1.2","15"
"210","69","1.5","1"
"210","69","1.5","8"
"210","69","1.5","6"
"210","73","1.2","15"
"210","74","1.5","1"
"210","74","1.5","8"
"210","74","1.5","6"
"210","76","0.7","15"
"210","79","1","6"
"210","81","0.8","15"
"210","82","1","6"
"211","43","1","4"
"211","44","0.8","4"
"211","46","1","4"
"211","47","1.1","3"
"211","47","1.1","4"
"211","47","1.1","4"
"211","47","1.1","4"
"211","48","1.5","4"
"211","52","0.8","3"
"211","52","0.8","4"
"211","55","0.4","4"
"211","56","0.6","4"
"211","56","0.6","4"
"211","58","1.2","4"
"211","59","1.5","3"
"211","59","1.5","4"
"211","59","1.5","4"
"211","59","1.5","4"
"211","68","1.2","4"
"211","69","1.5","3"
"211","69","1.5","4"
"211","69","1.5","4"
"211","69","1.5","4"
"211","70","1","4"
"211","71","1","4"
"211","73","1.2","4"
"211","74","1.5","3"
"211","74","1.5","4"
"211","74","1.5","4"
"211","74","1.5","4"
"211","78","1","4"
"211","79","1","4"
"211","79","1","4"
"211","82","1","4"
"211","82","1","4"
"211","83","1","4"
"211","84","1","4"
"212","43","1","13"
"212","44","0.8","5"
"212","46","1","13"
"212","47","1.1","2"
"212","47","1.1","9"
"212","47","1.1","7"
"212","47","1.1","5"
"212","48","1.5","9"
"212","51","0.5","2"
"212","52","0.8","2"
"212","55","0.4","13"
"212","56","0.6","7"
"212","56","0.6","5"
"212","58","1.2","13"
"212","59","1.5","2"
"212","59","1.5","9"
"212","59","1.5","7"
"212","59","1.5","5"
"212","68","1.2","13"
"212","69","1.5","2"
"212","69","1.5","9"
"212","69","1.5","7"
"212","69","1.5","5"
"212","73","1.2","13"
"212","74","1.5","2"
"212","74","1.5","9"
"212","74","1.5","7"
"212","74","1.5","5"
"212","76","0.7","13"
"212","77","0.7","5"
"212","79","1","7"
"212","81","0.8","13"
"212","82","1","7"
"212","82","1","5"
"213","43","1","25"
"213","46","1","25"
"213","47","1.1","1"
"213","47","1.1","5"
"213","47","1.1","11"
"213","48","1.5","5"
"213","51","0.5","1"
"213","52","0.8","1"
"213","55","0.4","25"
"213","56","0.6","11"
"213","58","1.2","25"
"213","59","1.5","1"
"213","59","1.5","5"
"213","59","1.5","11"
"213","68","1.2","25"
"213","69","1.5","1"
"213","69","1.5","5"
"213","69","1.5","11"
"213","73","1.2","25"
"213","74","1.5","1"
"213","74","1.5","5"
"213","74","1.5","11"
"213","76","0.7","25"
"213","79","1","11"
"213","81","0.8","25"
"213","82","1","11"
"214","43","1","13"
"214","44","0.8","22"
"214","46","1","13"
"214","47","1.1","3"
"214","47","1.1","5"
"214","47","1.1","22"
"214","48","1.5","3"
"214","52","0.8","3"
"214","52","0.8","5"
"214","52","0.8","22"
"214","55","0.4","13"
"214","58","1.2","13"
"214","59","1.5","3"
"214","59","1.5","5"
"214","59","1.5","22"
"214","68","1.2","13"
"214","69","1.5","3"
"214","69","1.5","5"
"214","69","1.5","22"
"214","70","1","13"
"214","71","1","13"
"214","73","1.2","13"
"214","74","1.5","3"
"214","74","1.5","5"
"214","74","1.5","22"
"214","76","0.7","13"
"214","78","1","13"
"214","79","1","22"
"214","83","1","13"
"214","84","1","22"
"215","44","0.8","16"
"215","47","1.1","1"
"215","47","1.1","9"
"215","47","1.1","16"
"215","52","0.8","1"
"215","56","0.6","9"
"215","56","0.6","16"
"215","59","1.5","1"
"215","59","1.5","9"
"215","59","1.5","16"
"215","69","1.5","1"
"215","69","1.5","9"
"215","69","1.5","16"
"215","74","1.5","1"
"215","74","1.5","9"
"215","74","1.5","16"
"215","79","1","9"
"215","79","1","16"
"215","82","1","9"
"215","82","1","16"
"215","84","1","16"
"216","43","1","1"
"216","44","0.8","7"
"216","44","0.8","1"
"216","46","1","1"
"216","47","1.1","1"
"216","47","1.1","4"
"216","47","1.1","7"
"216","47","1.1","7"
"216","47","1.1","1"
"216","48","1.5","1"
"216","48","1.5","4"
"216","50","0.5","1"
"216","52","0.8","1"
"216","55","0.4","1"
"216","56","0.6","7"
"216","56","0.6","7"
"216","56","0.6","1"
"216","58","1.2","1"
"216","59","1.5","1"
"216","59","1.5","4"
"216","59","1.5","7"
"216","59","1.5","7"
"216","59","1.5","1"
"216","68","1.2","1"
"216","69","1.5","1"
"216","69","1.5","4"
"216","69","1.5","7"
"216","69","1.5","7"
"216","69","1.5","1"
"216","73","1.2","1"
"216","74","1.5","1"
"216","74","1.5","4"
"216","74","1.5","7"
"216","74","1.5","7"
"216","74","1.5","1"
"216","76","0.7","1"
"216","77","0.7","7"
"216","77","0.7","1"
"216","79","1","7"
"216","81","0.8","1"
"216","82","1","7"
"216","82","1","7"
"216","82","1","1"
"217","44","0.8","13"
"217","44","0.8","1"
"217","47","1.1","1"
"217","47","1.1","4"
"217","47","1.1","10"
"217","47","1.1","10"
"217","47","1.1","13"
"217","47","1.1","1"
"217","49","1.5","4"
"217","51","0.5","1"
"217","52","0.8","1"
"217","56","0.6","10"
"217","56","0.6","13"
"217","56","0.6","1"
"217","59","1.5","1"
"217","59","1.5","4"
"217","59","1.5","10"
"217","59","1.5","10"
"217","59","1.5","13"
"217","59","1.5","1"
"217","69","1.5","1"
"217","69","1.5","4"
"217","69","1.5","10"
"217","69","1.5","10"
"217","69","1.5","13"
"217","69","1.5","1"
"217","74","1.5","1"
"217","74","1.5","4"
"217","74","1.5","10"
"217","74","1.5","10"
"217","74","1.5","13"
"217","74","1.5","1"
"217","77","0.7","13"
"217","77","0.7","1"
"217","79","1","10"
"217","79","1","10"
"217","82","1","10"
"217","82","1","13"
"217","82","1","1"
"218","43","1","8"
"218","46","1","8"
"218","47","1.1","1"
"218","47","1.1","4"
"218","47","1.1","10"
"218","47","1.1","8"
"218","47","1.1","9"
"218","49","1.5","4"
"218","51","0.5","1"
"218","52","0.8","1"
"218","55","0.4","8"
"218","56","0.6","8"
"218","56","0.6","9"
"218","58","1.2","8"
"218","59","1.5","1"
"218","59","1.5","4"
"218","59","1.5","10"
"218","59","1.5","8"
"218","59","1.5","9"
"218","68","1.2","8"
"218","69","1.5","1"
"218","69","1.5","4"
"218","69","1.5","10"
"218","69","1.5","8"
"218","69","1.5","9"
"218","73","1.2","8"
"218","74","1.5","1"
"218","74","1.5","4"
"218","74","1.5","10"
"218","74","1.5","8"
"218","74","1.5","9"
"218","76","0.7","8"
"218","79","1","10"
"218","79","1","8"
"218","79","1","9"
"218","81","0.8","8"
"218","82","1","8"
"218","82","1","9"
"219","43","1","4"
"219","44","0.8","9"
"219","46","1","4"
"219","47","1.1","4"
"219","47","1.1","9"
"219","52","0.8","4"
"219","52","0.8","9"
"219","55","0.4","4"
"219","58","1.2","4"
"219","59","1.5","4"
"219","59","1.5","9"
"219","68","1.2","4"
"219","69","1.5","4"
"219","69","1.5","9"
"219","70","1","4"
"219","71","1","4"
"219","73","1.2","4"
"219","74","1.5","4"
"219","74","1.5","9"
"219","76","0.7","4"
"219","78","1","4"
"219","79","1","9"
"219","83","1","4"
"219","84","1","9"
"220","43","1","9"
"220","44","0.8","9"
"220","44","0.8","13"
"220","46","1","9"
"220","47","1.1","9"
"220","47","1.1","9"
"220","47","1.1","13"
"220","52","0.8","9"
"220","52","0.8","9"
"220","52","0.8","13"
"220","55","0.4","9"
"220","58","1.2","9"
"220","59","1.5","9"
"220","59","1.5","9"
"220","59","1.5","13"
"220","68","1.2","9"
"220","69","1.5","9"
"220","69","1.5","9"
"220","69","1.5","13"
"220","70","1","9"
"220","71","1","9"
"220","73","1.2","9"
"220","74","1.5","9"
"220","74","1.5","9"
"220","74","1.5","13"
"220","76","0.7","9"
"220","78","1","9"
"220","79","1","9"
"220","79","1","13"
"220","83","1","9"
"220","84","1","9"
"220","84","1","13"
"221","43","1","13"
"221","44","0.8","8"
"221","44","0.8","5"
"221","46","1","13"
"221","47","1.1","1"
"221","47","1.1","5"
"221","47","1.1","8"
"221","47","1.1","5"
"221","52","0.8","1"
"221","52","0.8","5"
"221","55","0.4","13"
"221","56","0.6","8"
"221","56","0.6","5"
"221","58","1.2","13"
"221","59","1.5","1"
"221","59","1.5","5"
"221","59","1.5","8"
"221","59","1.5","5"
"221","68","1.2","13"
"221","69","1.5","1"
"221","69","1.5","5"
"221","69","1.5","8"
"221","69","1.5","5"
"221","70","1","13"
"221","71","1","13"
"221","73","1.2","13"
"221","74","1.5","1"
"221","74","1.5","5"
"221","74","1.5","8"
"221","74","1.5","5"
"221","78","1","13"
"221","79","1","8"
"221","79","1","5"
"221","82","1","5"
"221","82","1","8"
"221","82","1","5"
"221","83","1","13"
"221","84","1","8"
"221","84","1","5"
"222","43","1","3"
"222","43","1","8"
"222","44","0.8","12"
"222","46","1","3"
"222","46","1","8"
"222","47","1.1","169"
"222","47","1.1","12"
"222","52","0.8","169"
"222","52","0.8","12"
"222","55","0.4","3"
"222","55","0.4","8"
"222","58","1.2","3"
"222","58","1.2","8"
"222","59","1.5","169"
"222","59","1.5","12"
"222","68","1.2","3"
"222","68","1.2","8"
"222","69","1.5","169"
"222","69","1.5","12"
"222","70","1","3"
"222","70","1","8"
"222","73","1.2","3"
"222","73","1.2","8"
"222","74","1.5","169"
"222","74","1.5","12"
"222","76","0.7","3"
"222","76","0.7","8"
"222","78","1","3"
"222","78","1","8"
"222","79","1","12"
"222","83","1","3"
"222","83","1","8"
"222","84","1","12"
"223","43","1","1"
"223","44","0.8","10"
"223","46","1","1"
"223","47","1.1","5"
"223","47","1.1","5"
"223","47","1.1","9"
"223","47","1.1","10"
"223","48","1.5","5"
"223","48","1.5","5"
"223","51","0.5","5"
"223","52","0.8","5"
"223","52","0.8","5"
"223","55","0.4","1"
"223","56","0.6","9"
"223","56","0.6","10"
"223","58","1.2","1"
"223","59","1.5","5"
"223","59","1.5","5"
"223","59","1.5","9"
"223","59","1.5","10"
"223","68","1.2","1"
"223","69","1.5","5"
"223","69","1.5","5"
"223","69","1.5","9"
"223","69","1.5","10"
"223","73","1.2","1"
"223","74","1.5","5"
"223","74","1.5","5"
"223","74","1.5","9"
"223","74","1.5","10"
"223","79","1","9"
"223","79","1","10"
"223","81","0.8","1"
"223","82","1","9"
"223","82","1","10"
"224","43","1","11"
"224","44","0.8","7"
"224","44","0.8","9"
"224","46","1","11"
"224","47","1.1","1"
"224","47","1.1","2"
"224","47","1.1","7"
"224","47","1.1","9"
"224","52","0.8","1"
"224","52","0.8","2"
"224","55","0.4","11"
"224","56","0.6","7"
"224","56","0.6","9"
"224","58","1.2","11"
"224","59","1.5","1"
"224","59","1.5","2"
"224","59","1.5","7"
"224","59","1.5","9"
"224","68","1.2","11"
"224","69","1.5","1"
"224","69","1.5","2"
"224","69","1.5","7"
"224","69","1.5","9"
"224","70","1","11"
"224","71","1","11"
"224","73","1.2","11"
"224","74","1.5","1"
"224","74","1.5","2"
"224","74","1.5","7"
"224","74","1.5","9"
"224","78","1","11"
"224","79","1","7"
"224","79","1","9"
"224","82","1","2"
"224","82","1","7"
"224","82","1","9"
"224","83","1","11"
"224","84","1","7"
"224","84","1","9"
"225","43","1","13"
"225","44","0.8","10"
"225","44","0.8","5"
"225","46","1","13"
"225","47","1.1","1"
"225","47","1.1","5"
"225","47","1.1","10"
"225","47","1.1","5"
"225","52","0.8","1"
"225","52","0.8","5"
"225","55","0.4","13"
"225","56","0.6","10"
"225","56","0.6","5"
"225","58","1.2","13"
"225","59","1.5","1"
"225","59","1.5","5"
"225","59","1.5","10"
"225","59","1.5","5"
"225","68","1.2","13"
"225","69","1.5","1"
"225","69","1.5","5"
"225","69","1.5","10"
"225","69","1.5","5"
"225","70","1","13"
"225","71","1","13"
"225","73","1.2","13"
"225","74","1.5","1"
"225","74","1.5","5"
"225","74","1.5","10"
"225","74","1.5","5"
"225","78","1","13"
"225","79","1","10"
"225","79","1","5"
"225","82","1","5"
"225","82","1","10"
"225","82","1","5"
"225","83","1","13"
"225","84","1","10"
"225","84","1","5"
"226","44","0.8","9"
"226","47","1.1","1"
"226","47","1.1","5"
"226","47","1.1","9"
"226","52","0.8","1"
"226","52","0.8","5"
"226","56","0.6","9"
"226","59","1.5","1"
"226","59","1.5","5"
"226","59","1.5","9"
"226","69","1.5","1"
"226","69","1.5","5"
"226","69","1.5","9"
"226","74","1.5","1"
"226","74","1.5","5"
"226","74","1.5","9"
"226","79","1","9"
"226","82","1","5"
"226","82","1","9"
"226","84","1","9"
"227","43","1","1"
"227","44","0.8","12"
"227","46","1","1"
"227","47","1.1","4"
"227","47","1.1","8"
"227","47","1.1","8"
"227","47","1.1","12"
"227","48","1.5","8"
"227","52","0.8","8"
"227","55","0.4","1"
"227","56","0.6","8"
"227","56","0.6","12"
"227","58","1.2","1"
"227","59","1.5","4"
"227","59","1.5","8"
"227","59","1.5","8"
"227","59","1.5","12"
"227","68","1.2","1"
"227","69","1.5","4"
"227","69","1.5","8"
"227","69","1.5","8"
"227","69","1.5","12"
"227","73","1.2","1"
"227","74","1.5","4"
"227","74","1.5","8"
"227","74","1.5","8"
"227","74","1.5","12"
"227","76","0.7","1"
"227","79","1","8"
"227","81","0.8","1"
"227","83","1","1"
"227","84","1","12"
"228","43","1","8"
"228","44","0.8","6"
"228","46","1","8"
"228","47","1.1","6"
"228","55","0.4","8"
"228","56","0.6","6"
"228","58","1.2","8"
"228","59","1.5","6"
"228","68","1.2","8"
"228","69","1.5","6"
"228","70","1","8"
"228","73","1.2","8"
"228","74","1.5","6"
"228","78","1","8"
"228","79","1","6"
"228","82","1","6"
"228","83","1","8"
"228","84","1","6"
"229","43","1","12"
"229","44","0.8","9"
"229","44","0.8","5"
"229","46","1","12"
"229","47","1.1","1"
"229","47","1.1","5"
"229","47","1.1","9"
"229","47","1.1","5"
"229","52","0.8","1"
"229","52","0.8","5"
"229","55","0.4","12"
"229","56","0.6","9"
"229","56","0.6","5"
"229","58","1.2","12"
"229","59","1.5","1"
"229","59","1.5","5"
"229","59","1.5","9"
"229","59","1.5","5"
"229","68","1.2","12"
"229","69","1.5","1"
"229","69","1.5","5"
"229","69","1.5","9"
"229","69","1.5","5"
"229","70","1","12"
"229","71","1","12"
"229","73","1.2","12"
"229","74","1.5","1"
"229","74","1.5","5"
"229","74","1.5","9"
"229","74","1.5","5"
"229","78","1","12"
"229","79","1","9"
"229","79","1","5"
"229","82","1","5"
"229","82","1","9"
"229","82","1","5"
"229","83","1","12"
"229","84","1","9"
"229","84","1","5"
"230","43","1","13"
"230","44","0.8","8"
"230","44","0.8","4"
"230","46","1","13"
"230","47","1.1","1"
"230","47","1.1","4"
"230","47","1.1","8"
"230","47","1.1","4"
"230","52","0.8","1"
"230","52","0.8","4"
"230","52","0.8","8"
"230","52","0.8","4"
"230","55","0.4","13"
"230","58","1.2","13"
"230","59","1.5","1"
"230","59","1.5","4"
"230","59","1.5","8"
"230","59","1.5","4"
"230","68","1.2","13"
"230","69","1.5","1"
"230","69","1.5","4"
"230","69","1.5","8"
"230","69","1.5","4"
"230","70","1","13"
"230","71","1","13"
"230","73","1.2","13"
"230","74","1.5","1"
"230","74","1.5","4"
"230","74","1.5","8"
"230","74","1.5","4"
"230","76","0.7","13"
"230","78","1","13"
"230","79","1","8"
"230","79","1","4"
"230","83","1","13"
"230","84","1","8"
"230","84","1","4"
"231","46","1","7"
"231","47","1.1","3"
"231","47","1.1","6"
"231","47","1.1","12"
"231","47","1.1","15"
"231","47","1.1","1"
"231","47","1.1","18"
"231","49","1.5","6"
"231","51","0.5","3"
"231","52","0.8","3"
"231","52","0.8","6"
"231","52","0.8","12"
"231","55","0.4","7"
"231","56","0.6","15"
"231","56","0.6","1"
"231","56","0.6","18"
"231","58","1.2","7"
"231","59","1.5","3"
"231","59","1.5","6"
"231","59","1.5","12"
"231","59","1.5","15"
"231","59","1.5","1"
"231","59","1.5","18"
"231","68","1.2","7"
"231","69","1.5","3"
"231","69","1.5","6"
"231","69","1.5","12"
"231","69","1.5","15"
"231","69","1.5","1"
"231","69","1.5","18"
"231","70","1","7"
"231","73","1.2","7"
"231","74","1.5","3"
"231","74","1.5","6"
"231","74","1.5","12"
"231","74","1.5","15"
"231","74","1.5","1"
"231","74","1.5","18"
"231","76","0.7","7"
"231","78","1","7"
"231","79","1","12"
"231","79","1","15"
"231","79","1","1"
"231","79","1","18"
"231","82","1","15"
"231","82","1","1"
"231","82","1","18"
"231","83","1","7"
"231","84","1","1"
"231","84","1","18"
"232","43","1","6"
"232","46","1","6"
"232","47","1.1","2"
"232","47","1.1","7"
"232","47","1.1","12"
"232","48","1.5","7"
"232","51","0.5","2"
"232","52","0.8","2"
"232","55","0.4","6"
"232","56","0.6","12"
"232","58","1.2","6"
"232","59","1.5","2"
"232","59","1.5","7"
"232","59","1.5","12"
"232","68","1.2","6"
"232","69","1.5","2"
"232","69","1.5","7"
"232","69","1.5","12"
"232","73","1.2","6"
"232","74","1.5","2"
"232","74","1.5","7"
"232","74","1.5","12"
"232","76","0.7","6"
"232","79","1","12"
"232","81","0.8","6"
"232","82","1","12"
"233","43","1","16"
"233","44","0.8","9"
"233","44","0.8","5"
"233","46","1","16"
"233","47","1.1","1"
"233","47","1.1","5"
"233","47","1.1","9"
"233","47","1.1","5"
"233","52","0.8","1"
"233","52","0.8","5"
"233","55","0.4","16"
"233","56","0.6","9"
"233","56","0.6","5"
"233","58","1.2","16"
"233","59","1.5","1"
"233","59","1.5","5"
"233","59","1.5","9"
"233","59","1.5","5"
"233","68","1.2","16"
"233","69","1.5","1"
"233","69","1.5","5"
"233","69","1.5","9"
"233","69","1.5","5"
"233","70","1","16"
"233","71","1","16"
"233","73","1.2","16"
"233","74","1.5","1"
"233","74","1.5","5"
"233","74","1.5","9"
"233","74","1.5","5"
"233","78","1","16"
"233","79","1","9"
"233","79","1","5"
"233","82","1","5"
"233","82","1","9"
"233","82","1","5"
"233","83","1","16"
"233","84","1","9"
"233","84","1","5"
"234","43","1","11"
"234","46","1","11"
"234","47","1.1","1"
"234","47","1.1","3"
"234","47","1.1","10"
"234","48","1.5","3"
"234","51","0.5","1"
"234","52","0.8","1"
"234","55","0.4","11"
"234","56","0.6","10"
"234","58","1.2","11"
"234","59","1.5","1"
"234","59","1.5","3"
"234","59","1.5","10"
"234","68","1.2","11"
"234","69","1.5","1"
"234","69","1.5","3"
"234","69","1.5","10"
"234","73","1.2","11"
"234","74","1.5","1"
"234","74","1.5","3"
"234","74","1.5","10"
"234","76","0.7","11"
"234","79","1","10"
"234","81","0.8","11"
"234","82","1","10"
"235","44","0.8","11"
"235","44","0.8","1"
"235","47","1.1","1"
"235","47","1.1","4"
"235","47","1.1","5"
"235","47","1.1","11"
"235","47","1.1","11"
"235","47","1.1","1"
"235","49","1.5","4"
"235","51","0.5","1"
"235","52","0.8","1"
"235","56","0.6","11"
"235","56","0.6","11"
"235","56","0.6","1"
"235","59","1.5","1"
"235","59","1.5","4"
"235","59","1.5","5"
"235","59","1.5","11"
"235","59","1.5","11"
"235","59","1.5","1"
"235","69","1.5","1"
"235","69","1.5","4"
"235","69","1.5","5"
"235","69","1.5","11"
"235","69","1.5","11"
"235","69","1.5","1"
"235","74","1.5","1"
"235","74","1.5","4"
"235","74","1.5","5"
"235","74","1.5","11"
"235","74","1.5","11"
"235","74","1.5","1"
"235","77","0.7","11"
"235","77","0.7","1"
"235","79","1","5"
"235","79","1","11"
"235","82","1","11"
"235","82","1","11"
"235","82","1","1"
"236","43","1","13"
"236","44","0.8","10"
"236","46","1","13"
"236","47","1.1","10"
"236","47","1.1","12"
"236","47","1.1","12"
"236","47","1.1","9"
"236","47","1.1","10"
"236","49","1.5","12"
"236","51","0.5","10"
"236","52","0.8","10"
"236","52","0.8","12"
"236","52","0.8","12"
"236","55","0.4","13"
"236","56","0.6","9"
"236","56","0.6","10"
"236","58","1.2","13"
"236","59","1.5","10"
"236","59","1.5","12"
"236","59","1.5","12"
"236","59","1.5","9"
"236","59","1.5","10"
"236","68","1.2","13"
"236","69","1.5","10"
"236","69","1.5","12"
"236","69","1.5","12"
"236","69","1.5","9"
"236","69","1.5","10"
"236","70","1","13"
"236","73","1.2","13"
"236","74","1.5","10"
"236","74","1.5","12"
"236","74","1.5","12"
"236","74","1.5","9"
"236","74","1.5","10"
"236","78","1","13"
"236","79","1","12"
"236","79","1","9"
"236","79","1","10"
"236","82","1","9"
"236","82","1","10"
"236","83","1","13"
"236","84","1","10"
"237","43","1","11"
"237","44","0.8","7"
"237","44","0.8","9"
"237","46","1","11"
"237","47","1.1","1"
"237","47","1.1","5"
"237","47","1.1","7"
"237","47","1.1","9"
"237","52","0.8","1"
"237","52","0.8","5"
"237","55","0.4","11"
"237","56","0.6","7"
"237","56","0.6","9"
"237","58","1.2","11"
"237","59","1.5","1"
"237","59","1.5","5"
"237","59","1.5","7"
"237","59","1.5","9"
"237","68","1.2","11"
"237","69","1.5","1"
"237","69","1.5","5"
"237","69","1.5","7"
"237","69","1.5","9"
"237","70","1","11"
"237","71","1","11"
"237","73","1.2","11"
"237","74","1.5","1"
"237","74","1.5","5"
"237","74","1.5","7"
"237","74","1.5","9"
"237","78","1","11"
"237","79","1","7"
"237","79","1","9"
"237","82","1","5"
"237","82","1","7"
"237","82","1","9"
"237","83","1","11"
"237","84","1","7"
"237","84","1","9"
"238","43","1","8"
"238","46","1","8"
"238","47","1.1","1"
"238","47","1.1","4"
"238","47","1.1","6"
"238","48","1.5","1"
"238","48","1.5","4"
"238","50","0.5","1"
"238","52","0.8","1"
"238","55","0.4","8"
"238","56","0.6","6"
"238","58","1.2","8"
"238","59","1.5","1"
"238","59","1.5","4"
"238","59","1.5","6"
"238","68","1.2","8"
"238","69","1.5","1"
"238","69","1.5","4"
"238","69","1.5","6"
"238","73","1.2","8"
"238","74","1.5","1"
"238","74","1.5","4"
"238","74","1.5","6"
"238","76","0.7","8"
"238","79","1","6"
"238","81","0.8","8"
"238","82","1","6"
"239","46","1","13"
"239","47","1.1","9"
"239","47","1.1","7"
"239","47","1.1","11"
"239","47","1.1","13"
"239","48","1.5","7"
"239","49","1.5","9"
"239","51","0.5","9"
"239","52","0.8","9"
"239","52","0.8","7"
"239","53","1","7"
"239","55","0.4","13"
"239","56","0.6","11"
"239","58","1.2","13"
"239","59","1.5","9"
"239","59","1.5","7"
"239","59","1.5","11"
"239","59","1.5","13"
"239","68","1.2","13"
"239","69","1.5","9"
"239","69","1.5","7"
"239","69","1.5","11"
"239","69","1.5","13"
"239","73","1.2","13"
"239","74","1.5","9"
"239","74","1.5","7"
"239","74","1.5","11"
"239","74","1.5","13"
"239","76","0.7","13"
"239","79","1","11"
"239","79","1","13"
"239","81","0.8","13"
"239","82","1","11"
"239","82","1","13"
"240","43","1","5"
"240","44","0.8","23"
"240","46","1","5"
"240","47","1.1","3"
"240","47","1.1","7"
"240","47","1.1","13"
"240","47","1.1","23"
"240","48","1.5","3"
"240","48","1.5","7"
"240","50","0.5","3"
"240","52","0.8","3"
"240","52","0.8","7"
"240","52","0.8","13"
"240","52","0.8","23"
"240","55","0.4","5"
"240","58","1.2","5"
"240","59","1.5","3"
"240","59","1.5","7"
"240","59","1.5","13"
"240","59","1.5","23"
"240","68","1.2","5"
"240","69","1.5","3"
"240","69","1.5","7"
"240","69","1.5","13"
"240","69","1.5","23"
"240","70","1","5"
"240","73","1.2","5"
"240","74","1.5","3"
"240","74","1.5","7"
"240","74","1.5","13"
"240","74","1.5","23"
"240","76","0.7","5"
"240","78","1","5"
"240","79","1","23"
"240","83","1","5"
"240","84","1","23"
"241","43","1","8"
"241","44","0.8","17"
"241","46","1","8"
"241","47","1.1","7"
"241","47","1.1","9"
"241","47","1.1","11"
"241","47","1.1","17"
"241","48","1.5","7"
"241","48","1.5","9"
"241","50","0.5","7"
"241","52","0.8","7"
"241","52","0.8","9"
"241","52","0.8","11"
"241","52","0.8","17"
"241","55","0.4","8"
"241","58","1.2","8"
"241","59","1.5","7"
"241","59","1.5","9"
"241","59","1.5","11"
"241","59","1.5","17"
"241","68","1.2","8"
"241","69","1.5","7"
"241","69","1.5","9"
"241","69","1.5","11"
"241","69","1.5","17"
"241","70","1","8"
"241","73","1.2","8"
"241","74","1.5","7"
"241","74","1.5","9"
"241","74","1.5","11"
"241","74","1.5","17"
"241","76","0.7","8"
"241","78","1","8"
"241","79","1","17"
"241","83","1","8"
"241","84","1","17"
"242","44","0.8","9"
"242","44","0.8","1"
"242","47","1.1","1"
"242","47","1.1","6"
"242","47","1.1","6"
"242","47","1.1","9"
"242","47","1.1","1"
"242","48","1.5","1"
"242","48","1.5","6"
"242","50","0.5","1"
"242","52","0.8","1"
"242","56","0.6","6"
"242","56","0.6","9"
"242","56","0.6","1"
"242","59","1.5","1"
"242","59","1.5","6"
"242","59","1.5","6"
"242","59","1.5","9"
"242","59","1.5","1"
"242","69","1.5","1"
"242","69","1.5","6"
"242","69","1.5","6"
"242","69","1.5","9"
"242","69","1.5","1"
"242","74","1.5","1"
"242","74","1.5","6"
"242","74","1.5","6"
"242","74","1.5","9"
"242","74","1.5","1"
"242","77","0.7","9"
"242","77","0.7","1"
"242","79","1","6"
"242","82","1","6"
"242","82","1","9"
"242","82","1","1"
"243","44","0.8","10"
"243","44","0.8","1"
"243","44","0.8","1"
"243","47","1.1","1"
"243","47","1.1","2"
"243","47","1.1","16"
"243","47","1.1","10"
"243","47","1.1","1"
"243","47","1.1","1"
"243","48","1.5","2"
"243","52","0.8","1"
"243","52","0.8","2"
"243","56","0.6","16"
"243","56","0.6","10"
"243","56","0.6","1"
"243","56","0.6","1"
"243","59","1.5","1"
"243","59","1.5","2"
"243","59","1.5","16"
"243","59","1.5","10"
"243","59","1.5","1"
"243","59","1.5","1"
"243","69","1.5","1"
"243","69","1.5","2"
"243","69","1.5","16"
"243","69","1.5","10"
"243","69","1.5","1"
"243","69","1.5","1"
"243","74","1.5","1"
"243","74","1.5","2"
"243","74","1.5","16"
"243","74","1.5","10"
"243","74","1.5","1"
"243","74","1.5","1"
"243","79","1","16"
"243","79","1","10"
"243","79","1","1"
"243","79","1","1"
"243","82","1","16"
"243","82","1","10"
"243","82","1","1"
"243","82","1","1"
"243","84","1","10"
"243","84","1","1"
"243","84","1","1"
"244","44","0.8","13"
"244","44","0.8","1"
"244","44","0.8","1"
"244","47","1.1","1"
"244","47","1.1","2"
"244","47","1.1","15"
"244","47","1.1","13"
"244","47","1.1","1"
"244","47","1.1","1"
"244","48","1.5","2"
"244","52","0.8","1"
"244","52","0.8","2"
"244","56","0.6","15"
"244","56","0.6","13"
"244","56","0.6","1"
"244","56","0.6","1"
"244","59","1.5","1"
"244","59","1.5","2"
"244","59","1.5","15"
"244","59","1.5","13"
"244","59","1.5","1"
"244","59","1.5","1"
"244","69","1.5","1"
"244","69","1.5","2"
"244","69","1.5","15"
"244","69","1.5","13"
"244","69","1.5","1"
"244","69","1.5","1"
"244","74","1.5","1"
"244","74","1.5","2"
"244","74","1.5","15"
"244","74","1.5","13"
"244","74","1.5","1"
"244","74","1.5","1"
"244","79","1","15"
"244","79","1","13"
"244","79","1","1"
"244","79","1","1"
"244","82","1","15"
"244","82","1","13"
"244","82","1","1"
"244","82","1","1"
"244","84","1","13"
"244","84","1","1"
"244","84","1","1"
"245","44","0.8","19"
"245","44","0.8","9"
"245","47","1.1","7"
"245","47","1.1","19"
"245","47","1.1","9"
"245","52","0.8","7"
"245","56","0.6","19"
"245","56","0.6","9"
"245","59","1.5","7"
"245","59","1.5","19"
"245","59","1.5","9"
"245","69","1.5","7"
"245","69","1.5","19"
"245","69","1.5","9"
"245","74","1.5","7"
"245","74","1.5","19"
"245","74","1.5","9"
