"OBJE_SQ_OBJETO","TIRE_SQ_TIPO_RECURSO","DEMA_DURACAO_RECURSO","DEMA_QUANTIDADE_RECURSO"
"36","78","0","0"
"36","79","10","1"
"36","80","0","0"
"36","81","6.4","0.8"
"36","82","10","1"
"36","83","0","0"
"36","84","0","0"
"37","42","0","0"
"37","43","7","1"
"37","44","0","0"
"37","45","0","0"
"37","46","7","1"
"37","47","22","3.3"
"37","48","12","1.5"
"37","49","0","0"
"37","50","0","0"
"37","51","1","0.5"
"37","52","1.6","0.8"
"37","53","0","0"
"37","54","0","0"
"37","55","2.8","0.4"
"37","56","6","0.6"
"37","57","0","0"
"37","58","8.4","1.2"
"37","59","30","4.5"
"37","67","0","0"
"37","68","8.4","1.2"
"37","69","30","4.5"
"37","70","0","0"
"37","71","0","0"
"37","72","0","0"
"37","73","8.4","1.2"
"37","74","30","4.5"
"37","76","4.9","0.7"
"37","77","0","0"
"37","78","0","0"
"37","79","10","1"
"37","80","0","0"
"37","81","5.6","0.8"
"37","82","10","1"
"37","83","0","0"
"37","84","0","0"
"38","42","0","0"
"38","43","9","1"
"38","44","0","0"
"38","45","0","0"
"38","46","9","1"
"38","47","19.8","3.3"
"38","48","9","1.5"
"38","49","0","0"
"38","50","0","0"
"38","51","0.5","0.5"
"38","52","0.8","0.8"
"38","53","0","0"
"38","54","0","0"
"38","55","3.6","0.4"
"38","56","6.6","0.6"
"38","57","0","0"
"38","58","10.8","1.2"
"38","59","27","4.5"
"38","67","0","0"
"38","68","10.8","1.2"
"38","69","27","4.5"
"38","70","0","0"
"38","71","0","0"
"38","72","0","0"
"38","73","10.8","1.2"
"38","74","27","4.5"
"38","76","6.3","0.7"
"38","77","0","0"
"38","78","0","0"
"38","79","11","1"
"38","80","0","0"
"38","81","7.2","0.8"
"38","82","11","1"
"38","83","0","0"
"38","84","0","0"
"39","42","0","0"
"39","43","8","1"
"39","44","0","0"
"39","45","0","0"
"39","46","8","1"
"39","47","23.1","3.3"
"39","48","13.5","1.5"
"39","49","0","0"
"39","50","0","0"
"39","51","1","0.5"
"39","52","1.6","0.8"
"39","53","0","0"
"39","54","0","0"
"39","55","3.2","0.4"
"39","56","6","0.6"
"39","57","0","0"
"39","58","9.6","1.2"
"39","59","31.5","4.5"
"39","67","0","0"
"39","68","9.6","1.2"
"39","69","31.5","4.5"
"39","70","0","0"
"39","71","0","0"
"39","72","0","0"
"39","73","9.6","1.2"
"39","74","31.5","4.5"
"39","76","5.6","0.7"
"39","77","0","0"
"39","78","0","0"
"39","79","10","1"
"39","80","0","0"
"39","81","6.4","0.8"
"39","82","10","1"
"39","83","0","0"
"39","84","0","0"
"40","42","0","0"
"40","43","11","1"
"40","44","8","0.8"
"40","45","0","0"
"40","46","11","1"
"40","47","53.9","5.5"
"40","48","0","0"
"40","49","7.5","1.5"
"40","50","0","0"
"40","51","2.5","0.5"
"40","52","18.4","2.4"
"40","53","0","0"
"40","54","0","0"
"40","55","4.4","0.4"
"40","56","15.6","1.2"
"40","57","0","0"
"40","58","13.2","1.2"
"40","59","73.5","7.5"
"40","67","0","0"
"40","68","13.2","1.2"
"40","69","73.5","7.5"
"40","70","11","1"
"40","71","0","0"
"40","72","0","0"
"40","73","13.2","1.2"
"40","74","73.5","7.5"
"40","76","0","0"
"40","77","0","0"
"40","78","11","1"
"40","79","39","3"
"40","80","0","0"
"40","81","0","0"
"40","82","26","2"
"40","83","1","1"
"40","84","1","1"
"41","42","0","0"
"41","43","10","1"
"41","44","7.2","0.8"
"41","45","0","0"
"41","46","10","1"
"41","47","52.8","5.5"
"41","48","0","0"
"41","49","10.5","1.5"
"41","50","0","0"
"41","51","3","0.5"
"41","52","20","2.4"
"41","53","0","0"
"41","54","0","0"
"41","55","4","0.4"
"41","56","13.8","1.2"
"41","57","0","0"
"41","58","12","1.2"
"41","59","72","7.5"
"41","67","0","0"
"41","68","12","1.2"
"41","69","72","7.5"
"41","70","10","1"
"41","71","0","0"
"41","72","0","0"
"41","73","12","1.2"
"41","74","72","7.5"
"41","76","0","0"
"41","77","0","0"
"41","78","10","1"
"41","79","35","3"
"41","80","0","0"
"41","81","0","0"
"41","82","23","2"
"41","83","1","1"
"41","84","1","1"
"42","42","0","0"
"42","43","12","1"
"42","44","15.2","0.8"
"42","45","0","0"
"42","46","12","1"
"42","47","56.1","5.5"
"42","48","0","0"
"42","49","4.5","1.5"
"42","50","0","0"
"42","51","1.5","0.5"
"42","52","14.4","2.4"
"42","53","0","0"
"42","54","0","0"
"42","55","4.8","0.4"
"42","56","19.8","1.2"
"42","57","0","0"
"42","58","14.4","1.2"
"42","59","76.5","7.5"
"42","67","0","0"
"42","68","14.4","1.2"
"42","69","76.5","7.5"
"42","70","12","1"
"42","71","0","0"
"42","72","0","0"
"42","73","14.4","1.2"
"42","74","76.5","7.5"
"42","76","0","0"
"42","77","0","0"
"42","78","12","1"
"42","79","45","3"
"42","80","0","0"
"42","81","0","0"
"42","82","33","2"
"42","83","1","1"
"42","84","1","1"
"43","42","0","0"
"43","43","1","1"
"43","44","7.2","0.8"
"43","45","0","0"
"43","46","1","1"
"43","47","20.9","2.2"
"43","48","0","0"
"43","49","0","0"
"43","50","0","0"
"43","51","0","0"
"43","52","15.2","1.6"
"43","53","0","0"
"43","54","0","0"
"43","55","0.4","0.4"
"43","56","0","0"
"43","57","0","0"
"43","58","1.2","1.2"
"43","59","28.5","3"
"43","67","0","0"
"43","68","1.2","1.2"
"43","69","28.5","3"
"43","70","0","0"
"43","71","0","0"
"43","72","0","0"
"43","73","1.2","1.2"
"43","74","28.5","3"
"43","76","0","0"
"43","77","0","0"
"43","78","1","1"
"43","79","19","2"
"43","80","0","0"
"43","81","0.8","0.8"
"43","82","19","2"
"43","83","1","1"
"43","84","1","1"
"44","42","0","0"
"44","43","0","0"
"44","44","10.4","0.8"
"44","45","0","0"
"44","46","0","0"
"44","47","37.4","4.4"
"44","48","12","1.5"
"44","49","0","0"
"44","50","0","0"
"44","51","0.5","0.5"
"44","52","0.8","0.8"
"44","53","0","0"
"44","54","0","0"
"44","55","0","0"
"44","56","15","1.2"
"44","57","0","0"
"44","58","0","0"
"44","59","51","6"
"44","67","0","0"
"44","68","0","0"
"44","69","51","6"
"44","70","0","0"
"44","71","0","0"
"44","72","0","0"
"44","73","0","0"
"44","74","51","6"
"44","76","0","0"
"44","77","9.1","0.7"
"44","78","0","0"
"44","79","12","1"
"44","80","0","0"
"44","81","0","0"
"44","82","25","2"
"44","83","0","0"
"44","84","0","0"
"45","42","0","0"
"45","43","0","0"
"45","44","8","0.8"
"45","45","0","0"
"45","46","0","0"
"45","47","34.1","4.4"
"45","48","10.5","1.5"
"45","49","0","0"
"45","50","0","0"
"45","51","1","0.5"
"45","52","1.6","0.8"
"45","53","0","0"
"45","54","0","0"
"45","55","0","0"
"45","56","13.2","1.2"
"45","57","0","0"
"45","58","0","0"
"45","59","46.5","6"
"45","67","0","0"
"45","68","0","0"
"45","69","46.5","6"
"45","70","0","0"
"45","71","0","0"
"45","72","0","0"
"45","73","0","0"
"45","74","46.5","6"
"45","76","0","0"
"45","77","7","0.7"
"45","78","0","0"
"45","79","12","1"
"45","80","0","0"
"45","81","0","0"
"45","82","22","2"
"45","83","0","0"
"45","84","0","0"
"46","42","0","0"
"46","43","0","0"
"46","44","0","0"
"46","45","0","0"
"46","46","0","0"
"46","47","6.6","2.2"
"46","48","6","1.5"
"46","49","0","0"
"46","50","0","0"
"46","51","1","0.5"
"46","52","1.6","0.8"
"46","53","0","0"
"46","54","0","0"
"46","55","0","0"
"46","56","0","0"
"46","57","0","0"
"46","58","0","0"
"46","59","9","3"
"46","67","0","0"
"46","68","0","0"
"46","69","9","3"
"46","70","0","0"
"46","71","0","0"
"46","72","0","0"
"46","73","0","0"
"46","74","9","3"
"46","76","0","0"
"46","77","0","0"
"46","78","0","0"
"46","79","0","0"
"46","80","0","0"
"46","81","0","0"
"46","82","0","0"
"46","83","0","0"
"46","84","0","0"
"47","42","0","0"
"47","43","4","1"
"47","44","0","0"
"47","45","0","0"
"47","46","4","1"
"47","47","26.4","3.3"
"47","48","13.5","1.5"
"47","49","0","0"
"47","50","0","0"
"47","51","1","0.5"
"47","52","1.6","0.8"
"47","53","0","0"
"47","54","0","0"
"47","55","1.6","0.4"
"47","56","7.8","0.6"
"47","57","0","0"
"47","58","4.8","1.2"
"47","59","36","4.5"
"47","67","0","0"
"47","68","4.8","1.2"
"47","69","36","4.5"
"47","70","0","0"
"47","71","0","0"
"47","72","0","0"
"47","73","4.8","1.2"
"47","74","36","4.5"
"47","76","2.8","0.7"
"47","77","0","0"
"47","78","0","0"
"47","79","13","1"
"47","80","0","0"
"47","81","3.2","0.8"
"47","82","13","1"
"47","83","0","0"
"47","84","0","0"
"48","42","0","0"
"48","43","9","1"
"48","44","0","0"
"48","45","0","0"
"48","46","9","1"
"48","47","24.2","4.4"
"48","48","10.5","1.5"
"48","49","0","0"
"48","50","0","0"
"48","51","0.5","0.5"
"48","52","0.8","0.8"
"48","53","0","0"
"48","54","0","0"
"48","55","3.6","0.4"
"48","56","8.4","1.2"
"48","57","0","0"
"48","58","10.8","1.2"
"48","59","33","6"
"48","67","0","0"
"48","68","10.8","1.2"
"48","69","33","6"
"48","70","0","0"
"48","71","0","0"
"48","72","0","0"
"48","73","10.8","1.2"
"48","74","33","6"
"48","76","6.3","0.7"
"48","77","0","0"
"48","78","0","0"
"48","79","14","2"
"48","80","0","0"
"48","81","7.2","0.8"
"48","82","14","2"
"48","83","0","0"
"48","84","0","0"
"49","42","0","0"
"49","43","2","1"
"49","44","0","0"
"49","45","0","0"
"49","46","2","1"
"49","47","31.9","4.4"
"49","48","13.5","1.5"
"49","49","0","0"
"49","50","0","0"
"49","51","1.5","0.5"
"49","52","2.4","0.8"
"49","53","0","0"
"49","54","0","0"
"49","55","0.8","0.4"
"49","56","10.2","1.2"
"49","57","0","0"
"49","58","2.4","1.2"
"49","59","43.5","6"
"49","67","0","0"
"49","68","2.4","1.2"
"49","69","43.5","6"
"49","70","0","0"
"49","71","0","0"
"49","72","0","0"
"49","73","2.4","1.2"
"49","74","43.5","6"
"49","76","1.4","0.7"
"49","77","0","0"
"49","78","0","0"
"49","79","17","2"
"49","80","0","0"
"49","81","1.6","0.8"
"49","82","17","2"
"49","83","0","0"
"49","84","0","0"
"50","42","0","0"
"50","43","0","0"
"50","44","7.2","1.6"
"50","45","0","0"
"50","46","0","0"
"50","47","20.9","5.5"
"50","48","7.5","3"
"50","49","0","0"
"50","50","0.5","0.5"
"50","51","0","0"
"50","52","0.8","0.8"
"50","53","0","0"
"50","54","0","0"
"50","55","0","0"
"50","56","8.4","1.8"
"50","57","0","0"
"50","58","0","0"
"50","59","28.5","7.5"
"50","67","0","0"
"50","68","0","0"
"50","69","28.5","7.5"
"50","70","0","0"
"50","71","0","0"
"50","72","0","0"
"50","73","0","0"
"50","74","28.5","7.5"
"50","76","0","0"
"50","77","6.3","1.4"
"50","78","0","0"
"50","79","5","1"
"50","80","0","0"
"50","81","0","0"
"50","82","14","3"
"50","83","0","0"
"50","84","0","0"
"51","42","0","0"
"51","43","0","0"
"51","44","6.4","1.6"
"51","45","0","0"
"51","46","0","0"
"51","47","18.7","6.6"
"51","48","3","1.5"
"51","49","0","0"
"51","50","0","0"
"51","51","0.5","0.5"
"51","52","0.8","0.8"
"51","53","0","0"
"51","54","0","0"
"51","55","0","0"
"51","56","8.4","2.4"
"51","57","0","0"
"51","58","0","0"
"51","59","25.5","9"
"51","67","0","0"
"51","68","0","0"
"51","69","25.5","9"
"51","70","0","0"
"51","71","0","0"
"51","72","0","0"
"51","73","0","0"
"51","74","25.5","9"
"51","76","0","0"
"51","77","5.6","1.4"
"51","78","0","0"
"51","79","6","2"
"51","80","0","0"
"51","81","0","0"
"51","82","14","4"
"51","83","0","0"
"51","84","0","0"
"52","42","0","0"
"52","43","0","0"
"52","44","4.8","0.8"
"52","45","0","0"
"52","46","0","0"
"52","47","20.9","4.4"
"52","48","9","3"
"52","49","0","0"
"52","50","0.5","0.5"
"52","51","0","0"
"52","52","0.8","0.8"
"52","53","0","0"
"52","54","0","0"
"52","55","0","0"
"52","56","7.8","1.2"
"52","57","0","0"
"52","58","0","0"
"52","59","28.5","6"
"52","67","0","0"
"52","68","0","0"
"52","69","28.5","6"
"52","70","0","0"
"52","71","0","0"
"52","72","0","0"
"52","73","0","0"
"52","74","28.5","6"
"52","76","0","0"
"52","77","4.2","0.7"
"52","78","0","0"
"52","79","7","1"
"52","80","0","0"
"52","81","0","0"
"52","82","13","2"
"52","83","0","0"
"52","84","0","0"
"53","42","0","0"
"53","43","10","1"
"53","44","0","0"
"53","45","0","0"
"53","46","10","1"
"53","47","25.3","4.4"
"53","48","10.5","1.5"
"53","49","0","0"
"53","50","0","0"
"53","51","0.5","0.5"
"53","52","0.8","0.8"
"53","53","0","0"
"53","54","0","0"
"53","55","4","0.4"
"53","56","9","1.2"
"53","57","0","0"
"53","58","12","1.2"
"53","59","34.5","6"
"53","67","0","0"
"53","68","12","1.2"
"53","69","34.5","6"
"53","70","0","0"
"53","71","0","0"
"53","72","0","0"
"53","73","12","1.2"
"53","74","34.5","6"
"53","76","7","0.7"
"53","77","0","0"
"53","78","0","0"
"53","79","15","2"
"53","80","0","0"
"53","81","8","0.8"
"53","82","15","2"
"53","83","0","0"
"53","84","0","0"
"54","42","0","0"
"54","43","0","0"
"54","44","0","0"
"54","45","0","0"
"54","46","0","0"
"54","47","20.9","3.3"
"54","48","10.5","1.5"
"54","49","0","0"
"54","50","0","0"
"54","51","1","0.5"
"54","52","1.6","0.8"
"54","53","0","0"
"54","54","0","0"
"54","55","0","0"
"54","56","6","0.6"
"54","57","0","0"
"54","58","0","0"
"54","59","28.5","4.5"
"54","67","0","0"
"54","68","0","0"
"54","69","28.5","4.5"
"54","70","0","0"
"54","71","0","0"
"54","72","0","0"
"54","73","0","0"
"54","74","28.5","4.5"
"54","76","0","0"
"54","77","0","0"
"54","78","0","0"
"54","79","10","1"
"54","80","0","0"
"54","81","0","0"
"54","82","10","1"
"54","83","0","0"
"54","84","0","0"
"55","42","0","0"
"55","43","6","1"
"55","44","0","0"
"55","45","0","0"
"55","46","6","1"
"55","47","14.3","3.3"
"55","48","6","1.5"
"55","49","0","0"
"55","50","0","0"
"55","51","1","0.5"
"55","52","1.6","0.8"
"55","53","0","0"
"55","54","0","0"
"55","55","2.4","0.4"
"55","56","4.2","0.6"
"55","57","0","0"
"55","58","7.2","1.2"
"55","59","19.5","4.5"
"55","67","0","0"
"55","68","7.2","1.2"
"55","69","19.5","4.5"
"55","70","0","0"
"55","71","0","0"
"55","72","0","0"
"55","73","7.2","1.2"
"55","74","19.5","4.5"
"55","76","4.2","0.7"
"55","77","0","0"
"55","78","0","0"
"55","79","7","1"
"55","80","0","0"
"55","81","4.8","0.8"
"55","82","7","1"
"55","83","0","0"
"55","84","0","0"
"56","42","0","0"
"56","43","0","0"
"56","44","6.4","0.8"
"56","45","0","0"
"56","46","0","0"
"56","47","17.6","4.4"
"56","48","3","1.5"
"56","49","0","0"
"56","50","0","0"
"56","51","0.5","0.5"
"56","52","0.8","0.8"
"56","53","0","0"
"56","54","0","0"
"56","55","0","0"
"56","56","7.8","1.2"
"56","57","0","0"
"56","58","0","0"
"56","59","24","6"
"56","67","0","0"
"56","68","0","0"
"56","69","24","6"
"56","70","0","0"
"56","71","0","0"
"56","72","0","0"
"56","73","0","0"
"56","74","24","6"
"56","76","0","0"
"56","77","5.6","0.7"
"56","78","0","0"
"56","79","5","1"
"56","80","0","0"
"56","81","0","0"
"56","82","13","2"
"56","83","0","0"
"56","84","0","0"
"57","42","0","0"
"57","43","5","1"
"57","44","0","0"
"57","45","0","0"
"57","46","5","1"
"57","47","13.2","4.4"
"57","48","9","3"
"57","49","0","0"
"57","50","0.5","0.5"
"57","51","0","0"
"57","52","0.8","0.8"
"57","53","0","0"
"57","54","0","0"
"57","55","2","0.4"
"57","56","3.6","1.2"
"57","57","0","0"
"57","58","6","1.2"
"57","59","18","6"
"57","67","0","0"
"57","68","6","1.2"
"57","69","18","6"
"57","70","0","0"
"57","71","0","0"
"57","72","0","0"
"57","73","6","1.2"
"57","74","18","6"
"57","76","3.5","0.7"
"57","77","0","0"
"57","78","0","0"
"57","79","6","2"
"57","80","0","0"
"57","81","4","0.8"
"57","82","6","2"
"57","83","0","0"
"57","84","0","0"
"58","42","0","0"
"58","43","5","1"
"58","44","0","0"
"58","45","0","0"
"58","46","5","1"
"58","47","11","4.4"
"58","48","4.5","3"
"58","49","0","0"
"58","50","0.5","0.5"
"58","51","0","0"
"58","52","0.8","0.8"
"58","53","0","0"
"58","54","0","0"
"58","55","2","0.4"
"58","56","4.2","1.2"
"58","57","0","0"
"58","58","6","1.2"
"58","59","15","6"
"58","67","0","0"
"58","68","6","1.2"
"58","69","15","6"
"58","70","0","0"
"58","71","0","0"
"58","72","0","0"
"58","73","6","1.2"
"58","74","15","6"
"58","76","3.5","0.7"
"58","77","0","0"
"58","78","0","0"
"58","79","7","2"
"58","80","0","0"
"58","81","4","0.8"
"58","82","7","2"
"58","83","0","0"
"58","84","0","0"
"59","42","0","0"
"59","43","9","1"
"59","44","0","0"
"59","45","0","0"
"59","46","9","1"
"59","47","19.8","4.4"
"59","48","7.5","1.5"
"59","49","0","0"
"59","50","0","0"
"59","51","0.5","0.5"
"59","52","0.8","0.8"
"59","53","0","0"
"59","54","0","0"
"59","55","3.6","0.4"
"59","56","7.2","1.2"
"59","57","0","0"
"59","58","10.8","1.2"
"59","59","27","6"
"59","67","0","0"
"59","68","10.8","1.2"
"59","69","27","6"
"59","70","0","0"
"59","71","0","0"
"59","72","0","0"
"59","73","10.8","1.2"
"59","74","27","6"
"59","76","6.3","0.7"
"59","77","0","0"
"59","78","0","0"
"59","79","12","2"
"59","80","0","0"
"59","81","7.2","0.8"
"59","82","12","2"
"59","83","0","0"
"59","84","0","0"
"60","42","0","0"
"60","43","1","1"
"60","44","16.8","2.4"
"60","45","0","0"
"60","46","1","1"
"60","47","88","9.9"
"60","48","0","0"
"60","49","37.5","3"
"60","50","0","0"
"60","51","6","0.5"
"60","52","31.2","2.4"
"60","53","0","0"
"60","54","0","0"
"60","55","0.4","0.4"
"60","56","24.6","3.6"
"60","57","0","0"
"60","58","1.2","1.2"
"60","59","120","13.5"
"60","67","0","0"
"60","68","1.2","1.2"
"60","69","120","13.5"
"60","70","0","0"
"60","71","0","0"
"60","72","0","0"
"60","73","1.2","1.2"
"60","74","120","13.5"
"60","76","0","0"
"60","77","0","0"
"60","78","0","0"
"60","79","54","6"
"60","80","0","0"
"60","81","0.8","0.8"
"60","82","41","6"
"60","83","0","0"
"60","84","0","0"
"61","42","1","1"
"61","43","14","1"
"61","44","6.4","0.8"
"61","45","1","1"
"61","46","14","1"
"61","47","55","7.7"
"61","48","0","0"
"61","49","30","3"
"61","50","0","0"
"61","51","6","0.5"
"61","52","20","2.4"
"61","53","0","0"
"61","54","1","1"
"61","55","5.6","0.4"
"61","56","15","2.4"
"61","57","1","1"
"61","58","16.8","1.2"
"61","59","75","10.5"
"61","67","1","1"
"61","68","16.8","1.2"
"61","69","75","10.5"
"61","70","0","0"
"61","71","0","0"
"61","72","1","1"
"61","73","16.8","1.2"
"61","74","75","10.5"
"61","76","0","0"
"61","77","0","0"
"61","78","0","0"
"61","79","30","5"
"61","80","1","1"
"61","81","11.2","0.8"
"61","82","25","4"
"61","83","0","0"
"61","84","0","0"
"62","42","0","0"
"62","43","14","1"
"62","44","16.8","3.2"
"62","45","0","0"
"62","46","14","1"
"62","47","59.4","9.9"
"62","48","0","0"
"62","49","24","3"
"62","50","0","0"
"62","51","3.5","0.5"
"62","52","24.8","2.4"
"62","53","0","0"
"62","54","0","0"
"62","55","5.6","0.4"
"62","56","13.8","3.6"
"62","57","0","0"
"62","58","16.8","1.2"
"62","59","81","13.5"
"62","67","0","0"
"62","68","16.8","1.2"
"62","69","81","13.5"
"62","70","14","1"
"62","71","0","0"
"62","72","0","0"
"62","73","16.8","1.2"
"62","74","81","13.5"
"62","76","0","0"
"62","77","0","0"
"62","78","14","1"
"62","79","38","7"
"62","80","0","0"
"62","81","0","0"
"62","82","23","6"
"62","83","1","1"
"62","84","4","4"
"63","42","0","0"
"63","43","1","1"
"63","44","5.6","0.8"
"63","45","0","0"
"63","46","1","1"
"63","47","15.4","3.3"
"63","48","0","0"
"63","49","0","0"
"63","50","0","0"
"63","51","0","0"
"63","52","0","0"
"63","53","0","0"
"63","54","0","0"
"63","55","0.4","0.4"
"63","56","7.2","1.2"
"63","57","0","0"
"63","58","1.2","1.2"
"63","59","21","4.5"
"63","67","0","0"
"63","68","1.2","1.2"
"63","69","21","4.5"
"63","70","0","0"
"63","71","0","0"
"63","72","0","0"
"63","73","1.2","1.2"
"63","74","21","4.5"
"63","76","0","0"
"63","77","0","0"
"63","78","1","1"
"63","79","12","2"
"63","80","0","0"
"63","81","0.8","0.8"
"63","82","12","2"
"63","83","1","1"
"63","84","0","0"
"64","42","0","0"
"64","43","1","1"
"64","44","4.8","0.8"
"64","45","0","0"
"64","46","1","1"
"64","47","12.1","2.2"
"64","48","0","0"
"64","49","0","0"
"64","50","0","0"
"64","51","0","0"
"64","52","0","0"
"64","53","0","0"
"64","54","0","0"
"64","55","0.4","0.4"
"64","56","6.6","1.2"
"64","57","0","0"
"64","58","1.2","1.2"
"64","59","16.5","3"
"64","67","0","0"
"64","68","1.2","1.2"
"64","69","16.5","3"
"64","70","0","0"
"64","71","0","0"
"64","72","0","0"
"64","73","1.2","1.2"
"64","74","16.5","3"
"64","76","0","0"
"64","77","0","0"
"64","78","0","0"
"64","79","11","2"
"64","80","0","0"
"64","81","0.8","0.8"
"64","82","11","2"
"64","83","0","0"
"64","84","0","0"
"65","42","0","0"
"65","43","1","1"
"65","44","7.2","0.8"
"65","45","0","0"
"65","46","1","1"
"65","47","29.7","4.4"
"65","48","12","3"
"65","49","0","0"
"65","50","0","0"
"65","51","0.5","0.5"
"65","52","6.4","1.6"
"65","53","0","0"
"65","54","0","0"
"65","55","0.4","0.4"
"65","56","11.4","1.2"
"65","57","0","0"
"65","58","1.2","1.2"
"65","59","40.5","6"
"65","67","0","0"
"65","68","1.2","1.2"
"65","69","40.5","6"
"65","70","0","0"
"65","71","0","0"
"65","72","0","0"
"65","73","1.2","1.2"
"65","74","40.5","6"
"65","76","0","0"
"65","77","0","0"
"65","78","0","0"
"65","79","19","2"
"65","80","0","0"
"65","81","0.8","0.8"
"65","82","19","2"
"65","83","0","0"
"65","84","0","0"
"66","42","0","0"
"66","43","1","1"
"66","44","4.8","1.6"
"66","45","0","0"
"66","46","1","1"
"66","47","20.9","5.5"
"66","48","7.5","3"
"66","49","0","0"
"66","50","0.5","0.5"
"66","51","0","0"
"66","52","0.8","0.8"
"66","53","0","0"
"66","54","0","0"
"66","55","0.4","0.4"
"66","56","8.4","1.8"
"66","57","0","0"
"66","58","1.2","1.2"
"66","59","28.5","7.5"
"66","67","0","0"
"66","68","1.2","1.2"
"66","69","28.5","7.5"
"66","70","0","0"
"66","71","0","0"
"66","72","0","0"
"66","73","1.2","1.2"
"66","74","28.5","7.5"
"66","76","0.7","0.7"
"66","77","4.2","1.4"
"66","78","0","0"
"66","79","8","1"
"66","80","0","0"
"66","81","0.8","0.8"
"66","82","14","3"
"66","83","0","0"
"66","84","0","0"
"67","42","0","0"
"67","43","0","0"
"67","44","6.4","0.8"
"67","45","0","0"
"67","46","0","0"
"67","47","25.3","5.5"
"67","48","0","0"
"67","49","7.5","3"
"67","50","0","0"
"67","51","0.5","0.5"
"67","52","0.8","0.8"
"67","53","0","0"
"67","54","0","0"
"67","55","0","0"
"67","56","8.4","1.2"
"67","57","0","0"
"67","58","0","0"
"67","59","34.5","7.5"
"67","67","0","0"
"67","68","0","0"
"67","69","34.5","7.5"
"67","70","0","0"
"67","71","0","0"
"67","72","0","0"
"67","73","0","0"
"67","74","34.5","7.5"
"67","76","0","0"
"67","77","5.6","0.7"
"67","78","0","0"
"67","79","10","2"
"67","80","0","0"
"67","81","0","0"
"67","82","14","2"
"67","83","0","0"
"67","84","0","0"
"68","42","0","0"
"68","43","10","1"
"68","44","0","0"
"68","45","0","0"
"68","46","10","1"
"68","47","29.7","4.4"
"68","48","9","1.5"
"68","49","0","0"
"68","50","0","0"
"68","51","1.5","0.5"
"68","52","2.4","0.8"
"68","53","0","0"
"68","54","0","0"
"68","55","4","0.4"
"68","56","10.8","1.2"
"68","57","0","0"
"68","58","12","1.2"
"68","59","40.5","6"
"68","67","0","0"
"68","68","12","1.2"
"68","69","40.5","6"
"68","70","0","0"
"68","71","0","0"
"68","72","0","0"
"68","73","12","1.2"
"68","74","40.5","6"
"68","76","7","0.7"
"68","77","0","0"
"68","78","0","0"
"68","79","18","2"
"68","80","0","0"
"68","81","8","0.8"
"68","82","18","2"
"68","83","0","0"
"68","84","0","0"
"69","42","0","0"
"69","43","0","0"
"69","44","4.8","0.8"
"69","45","0","0"
"69","46","0","0"
"69","47","20.9","4.4"
"69","48","7.5","1.5"
"69","49","0","0"
"69","50","0","0"
"69","51","0.5","0.5"
"69","52","0.8","0.8"
"69","53","0","0"
"69","54","0","0"
"69","55","0","0"
"69","56","7.8","1.2"
"69","57","0","0"
"69","58","0","0"
"69","59","28.5","6"
"69","67","0","0"
"69","68","0","0"
"69","69","28.5","6"
"69","70","0","0"
"69","71","0","0"
"69","72","0","0"
"69","73","0","0"
"69","74","28.5","6"
"69","76","0","0"
"69","77","4.2","0.7"
"69","78","0","0"
"69","79","7","1"
"69","80","0","0"
"69","81","0","0"
"69","82","13","2"
"69","83","0","0"
"69","84","0","0"
"70","42","0","0"
"70","43","0","0"
"70","44","7.2","2.4"
"70","45","0","0"
"70","46","0","0"
"70","47","36.3","8.8"
"70","48","0","0"
"70","49","9","1.5"
"70","50","0","0"
"70","51","1.5","0.5"
"70","52","13.6","2.4"
"70","53","0","0"
"70","54","0","0"
"70","55","0","0"
"70","56","9.6","3"
"70","57","0","0"
"70","58","0","0"
"70","59","49.5","12"
"70","67","0","0"
"70","68","0","0"
"70","69","49.5","12"
"70","70","0","0"
"70","71","0","0"
"70","72","0","0"
"70","73","0","0"
"70","74","49.5","12"
"70","76","0","0"
"70","77","0","0"
"70","78","0","0"
"70","79","24","6"
"70","80","0","0"
"70","81","0","0"
"70","82","16","5"
"70","83","0","0"
"70","84","3","3"
"71","42","0","0"
"71","43","1","1"
"71","44","5.6","1.6"
"71","45","0","0"
"71","46","1","1"
"71","47","19.8","5.5"
"71","48","7.5","3"
"71","49","0","0"
"71","50","0.5","0.5"
"71","51","0","0"
"71","52","0.8","0.8"
"71","53","0","0"
"71","54","0","0"
"71","55","0.4","0.4"
"71","56","7.8","1.8"
"71","57","0","0"
"71","58","1.2","1.2"
"71","59","27","7.5"
"71","67","0","0"
"71","68","1.2","1.2"
"71","69","27","7.5"
"71","70","0","0"
"71","71","0","0"
"71","72","0","0"
"71","73","1.2","1.2"
"71","74","27","7.5"
"71","76","0.7","0.7"
"71","77","4.9","1.4"
"71","78","0","0"
"71","79","6","1"
"71","80","0","0"
"71","81","0.8","0.8"
"71","82","13","3"
"71","83","0","0"
"71","84","0","0"
"72","42","0","0"
"72","43","0","0"
"72","44","13.6","1.6"
"72","45","0","0"
"72","46","0","0"
"72","47","18.7","2.2"
"72","48","0","0"
"72","49","0","0"
"72","50","0","0"
"72","51","0","0"
"72","52","0","0"
"72","53","0","0"
"72","54","0","0"
"72","55","0","0"
"72","56","10.2","1.2"
"72","57","0","0"
"72","58","0","0"
"72","59","25.5","3"
"72","67","0","0"
"72","68","0","0"
"72","69","25.5","3"
"72","70","0","0"
